username,postshortcode,comment_id,comment,comment_likes_count,comment_time
rahman.khan.71697092,Cf3gKP8BfiQ,18026498921208829,😂😂😂😂,1,2024-11-08 03:14:54
sunny_rastogi3962,Cf3gKP8BfiQ,18327651058152594,😁👍😂,0,2024-10-30 15:46:26
iam_hater_boys,Cf3gKP8BfiQ,18017309779853315,❤️😍,0,2023-10-23 13:10:01
it_manisha_singh1234,Cf3gKP8BfiQ,17956101746364694,😆😆,0,2023-01-27 06:56:25
manojkhowal_5719,Cf3gKP8BfiQ,17946166790119640,🔥🔥🔥🔥🔥🔥🙌🙌🙌❤️,2,2022-07-17 06:32:40
disha_singh2490,Cf3gKP8BfiQ,17952658105961846,Thank you,4,2022-07-15 07:43:11
official_shona143,Cf3gKP8BfiQ,17930931965369063,🔥🔥🔥🔥,1,2022-07-14 16:30:27
neelthakran_5521,C_Bm0DzvWf0,17849698701245851,😍🔥🔥,1,2024-08-24 06:14:17
akash_jain5161,C_Bm0DzvWf0,18076666735523165,Badiya lag raha hai,0,2024-08-24 03:36:25
arththakran0054,C_Bm0DzvWf0,17927288597822652,😍❤️,0,2024-08-24 03:20:28
harshi_thakran_15,C_Bm0DzvWf0,18005620658419601,Sexy boy 👏🔥,0,2024-08-24 03:07:07
shubimehla,C_Bm0DzvWf0,17878863690122829,❤️,0,2024-08-24 02:56:39
puneet_tewatia_,C_Bm0DzvWf0,18090169315481688,,0,2024-08-24 01:47:15
krishsollanki,C_Bm0DzvWf0,18003672863457003,🔥🔥,0,2024-08-24 01:37:04
sakshamthakran1947,C_Bm0DzvWf0,18032962913273091,🔥❤️,0,2024-08-24 01:24:04
muskantewatia,C_Bm0DzvWf0,18053653987790878,🤩🤩,0,2024-08-23 23:02:07
rav_pb23_,C5sSTQBskEV,18062758123646149,Nice caption.,0,2024-09-23 16:42:37
deepakthakran1,C5sSTQBskEV,18001585073295391,🔥,1,2024-04-13 09:22:47
7devashishhh,C5sSTQBskEV,18004723352417581,😍😍😍 जेहरर 🔥,1,2024-04-13 07:10:02
shubimehla,C5sSTQBskEV,17938089293723268,Laxy ror🥳💪,1,2024-04-13 06:59:29
harshi_thakran_15,C5sSTQBskEV,18064508509521318,Lucky don 😍🔥,1,2024-04-13 06:55:44
krishsollanki,C5sSTQBskEV,18054735535603805,😡mene service ke liye pay kia apne abhi tk video call nhi ki😡😡,1,2024-04-13 06:52:49
_kiddansohneyo,C5sSTQBskEV,18038989213675518,yeah we just saw lakshay always sets the bar high 🦮,1,2024-04-13 06:49:18
ragdumb._,C5sSTQBskEV,17993157101622712,Jalpari 🧜‍♀️,1,2024-04-13 06:43:26
shubimehla,C5kkg-RPnKC,18024891721896817,Bro thinks he is lakshay thakran,3,2024-04-10 08:46:54
raunaq_kadian,C5kkg-RPnKC,17956404401760368,Glass toh bhrle bhai 🍺,2,2024-04-10 08:22:13
rahulgupta_2444,DEN1Q5izKwF,18088821454531313,🔥🔥🔥,1,2024-12-31 10:46:40
meerapasi_19,DEN1Q5izKwF,17860243683327884,🔥🔥,1,2024-12-31 06:24:23
virender.bisht.9003,DEN1Q5izKwF,18314128207161684,Bhai hume bhi le chalo,1,2024-12-31 05:53:05
ram.eshkumar7782,DCTdvTdvsO9,17994719222558898,❤️❤️❤️❤️,1,2024-11-16 23:29:53
shwetachandani_,DCTdvTdvsO9,17848020339343823,👏👏,1,2024-11-14 05:07:27
iaamrohan,DCTdvTdvsO9,18434575000078026,Exercise or position thodi casual hai @vishalpasi944 🥲,1,2024-11-13 15:14:38
virender.bisht.9003,DCTdvTdvsO9,17880971349177715,Bhai bhai 🔥🔥,1,2024-11-13 14:51:29
i.am.ravi.09,DCTdvTdvsO9,18089256172505162,🔥🔥🔥,1,2024-11-13 08:34:15
ritik_aesthetics,DCM82H-RJYJ,17868828273165347,Real influencer 🔥😍,1,2024-11-11 13:37:04
mehak.7640,DCM82H-RJYJ,18047452031055631,❤️❤️,1,2024-11-11 08:12:25
meerapasi_19,DCM82H-RJYJ,18124044487380831,🙌🙌🔥🔥🔥🔥,0,2024-11-11 08:00:33
suraj__roy7142,DCM82H-RJYJ,18022738832275688,🔥🔥🔥,1,2024-11-11 03:53:43
ritik_aesthetics,DBW-lPvzC_s,18045722831069935,Triceps 🔥,1,2024-10-21 03:07:24
ram9327gopal,DBW-lPvzC_s,18010112000449218,Rahane do bhai🔥🔥🔥🔥,1,2024-10-21 02:53:48
ram9327gopal,DBW-lPvzC_s,17884165545131188,🔥🔥🔥🔥,1,2024-10-21 02:52:47
suraj__roy7142,DBW-lPvzC_s,18278134807244130,💪💪💪💪🔥,1,2024-10-21 02:15:36
ritik_aesthetics,DAvYDdGPDWP,18087638527496188,Bro ye wala pose muje bhi shikha do 😂,1,2024-10-05 14:32:47
shivam_llll,DAvYDdGPDWP,17968946183790743,Who is your photographer,1,2024-10-05 12:08:32
ranjana.passi.7,DARalppzu6Q,18073445992577543,Kon sa sadma laga hai,1,2024-09-28 05:09:07
meerapasi_19,DARalppzu6Q,18062562076632553,🔥,1,2024-09-24 07:49:13
suraj__roy7142,C_DcQ3xKIrW,18084919201496190,🔥🔥,1,2024-08-25 02:50:19
virender.bisht.9003,C_DcQ3xKIrW,18152384881321346,🔥,1,2024-08-24 13:48:32
shivam_llll,C_DcQ3xKIrW,17893322433068574,Bhai kaha ghoom rha h,1,2024-08-24 13:11:44
shivam_llll,C-rhlUTvSrS,18045825895897678,❤️,1,2024-08-15 10:09:37
rahul_arya.01,C-fZL6yPQSR,18016798022229676,🔥🔥🔥🔥,1,2024-08-10 16:32:39
satyam.tiwarii2,C-fZL6yPQSR,17879365668079667,🔥,1,2024-08-10 15:31:56
ritik_aesthetics,C-fZL6yPQSR,18003605375427346,Kh h view h bhai,1,2024-08-10 14:19:20
virender.bisht.9003,C-fZL6yPQSR,18272767027214142,Hero 🔥,1,2024-08-10 13:20:49
suraj__roy7142,C-LCwPzvaIY,18079992796497457,🔥🔥🔥,1,2024-08-02 17:40:12
shivam_llll,C-LCwPzvaIY,18037322471015636,🔥,1,2024-08-02 15:48:07
bunny_joshi__,C79sEKHPj_g,18060277786599507,😍😍,1,2024-06-09 18:25:36
satyam.tiwarii2,C79sEKHPj_g,18241247527251031,🔥❤️,1,2024-06-09 02:43:00
shivam_llll,C79sEKHPj_g,18047792950702336,Song 🫠,1,2024-06-08 18:09:55
shivam_llll,C79sEKHPj_g,17890956801037637,🙌❤️,1,2024-06-08 18:09:49
ritik_aesthetics,C7e6k2USvCX,18019124984340442,Back🙌,1,2024-06-09 03:46:59
bunny_joshi__,C7e6k2USvCX,18026100166953825,🔥🔥🔥🔥,1,2024-06-01 17:12:24
suraj__roy7142,C7e6k2USvCX,17849791956213493,🔥💪🏻,1,2024-05-29 15:25:42
mannuyadav5344,C7e6k2USvCX,18079962805434378,🔥🔥🔥🔥,1,2024-05-28 17:01:11
ranjana.passi.7,C7e6k2USvCX,18004745066319156,Jal pari bana ka,1,2024-05-28 12:04:46
yash_passi_230_,C7e6k2USvCX,18057911308592343,🔥🔥🔥🔥,1,2024-05-28 02:55:50
ritik_aesthetics,C7Q8ZhsOQik,17922163880795854,🔥🔥,1,2024-05-22 16:25:58
mehak.7640,C7Q8ZhsOQik,18264753106168889,🔥🔥,1,2024-05-22 09:18:57
its.me.preet_25,C7Q8ZhsOQik,17868247500072401,🔥✨song🫡,1,2024-05-22 08:57:20
sau55781,C7Q8ZhsOQik,18209303209304243,🔥🔥👏,1,2024-05-22 08:54:54
shivam_llll,C7Q8ZhsOQik,18054142912625948,🔥,1,2024-05-22 08:54:47
ajju_bhai_7838,C4cqlGFOkUi,18043204423728613,Gjb bro 🔥,1,2024-03-14 10:45:39
suraj__roy7142,C4cqlGFOkUi,17994238598536446,🔥🔥🔥,1,2024-03-13 15:38:15
virender.bisht.9003,C4cqlGFOkUi,17992067333619828,,1,2024-03-13 12:33:41
shwetachandani_,C1orqS3PsJH,18017922412844173,🔥🙌,1,2024-01-04 04:47:22
ritik_aesthetics,C1orqS3PsJH,18278890432093877,Shoulder boyzz🔥🔥,1,2024-01-03 13:55:09
mehak.7640,C02MltdyDoK,18006918116180674,❤️❤️,1,2023-12-15 05:09:02
ramgopal9267947815,Cz5ZPamvnqO,18007214512944101,bhai Khatarnak🔥🔥🔥🔥,1,2023-11-21 15:20:51
mehak.7640,Cz5ZPamvnqO,17971343420634380,🔥🔥,1,2023-11-21 06:28:10
umang9711,Cy1L__LPlN5,18030203122653648,Nice 👍👍👍👍👍,1,2023-10-26 03:57:08
deepakupadhyay_6,Cy1L__LPlN5,18009485026864876,Shayad hi mene apni life me etni badiya body vala bodybuilder dekha hoga ....🔥,1,2023-10-26 02:36:24
shwetachandani_,Cy1L__LPlN5,17899888517872413,🙌🙌,1,2023-10-25 19:37:06
babydol7999,Cy1L__LPlN5,18051514132498219,🔥🔥🔥🔥🔥🔥🔥🔥,1,2023-10-25 18:58:29
mansipasi81,CyTH_aAPq1X,17990216246348133,Bas Bhai bas 🧿 lagaygi,1,2023-10-12 16:23:41
mahiverma1416,CyTH_aAPq1X,17984038247264177,💪🔥,1,2023-10-12 16:09:47
_dank_spank_,Cx0RkEsPqBr,18002398013303101,Bhay cum kar maine to 😓💕,1,2023-09-30 21:19:00
latcol2024,CxoG49eyKsd,18040883659961415,Sexy 😍,0,2024-08-20 13:30:19
ritik_aesthetics,CxoG49eyKsd,18049077385494909,Bicep on top🔥🔥🔥,1,2023-09-26 15:28:27
babydol7999,CxoG49eyKsd,17972582252608923,🔥🔥🔥🔥🔥🔥,2,2023-09-26 12:45:25
maizee.enticemodel,CxoG49eyKsd,18090573787368736,@entice_models ❤️ DM,1,2023-09-25 19:44:42
babydol7999,Cxex8ZIPD9V,17931939305751024,Koi To rok Lo..yrrr....😂😂😍😍😍👏👏🔥🔥,1,2023-09-22 19:07:44
babydol7999,Cxex8ZIPD9V,18022789324733089,Wowwwwwww.......🔥🔥🔥🔥🔥🔥🔥🔥🔥😍😍😍😍👏👏👏👏,1,2023-09-22 19:07:12
mahiverma1416,Cxex8ZIPD9V,17959952945640976,🔥🔥💪💪😍,2,2023-09-22 17:28:00
suraj__roy7142,Cxex8ZIPD9V,18005094686007730,🔥🔥🔥🔥,0,2023-09-22 09:09:34
suraj__roy7142,Cw-1U4BPLCc,18067947298420235,🔥🔥🔥😍,1,2023-09-11 09:04:48
mahiverma1416,Cw-1U4BPLCc,18080097022389512,💪💪🔥🔥❤️,1,2023-09-10 10:18:49
mehak.7640,Cw0yIZlSHLj,17887030415848455,🔥🔥,1,2023-09-06 03:40:05
virender.bisht.9003,Cv-oWShyJwZ,17999234731999074,🔥🔥🔥🔥,1,2023-08-16 02:35:50
mahiverma1416,CuP2Fw3Sp_2,17983773782204840,🔥🔥😍,1,2023-07-04 03:34:08
dream.sevage,DEL4m4rysr7,17962799960832057,W Reel Pull,1,2024-12-30 14:34:01
anuxkame,DEL4m4rysr7,17952639011904918,🥹❤️,1,2024-12-30 10:50:10
shivv_chaudhary05,DEL4m4rysr7,18089856358521559,❤️,1,2024-12-30 06:27:11
dicktaker.uncle,DEL4m4rysr7,17894242839110470,❤️,0,2024-12-30 06:21:59
desiharyanahood,DEL4m4rysr7,18066475483750457,Our pride 🫂❤️,3,2024-12-30 06:20:00
_akshi_jaat,DD_S7BuPR9m,17882232927195433,🔥🔥🔥🗿🗿,1,2025-01-01 08:24:29
chunke_funke_monke,DD_S7BuPR9m,18035268701150283,❤️❤️,0,2025-01-01 03:16:25
vastavik.adi,DD_S7BuPR9m,18016903436646118,"Time aagya h Sabko ek saat lene ka, HINDUTVA na hindu na hi Hinduism, sirf HINDUTVA",1,2024-12-31 18:04:17
vep_hritik,DD_S7BuPR9m,18480395854023316,Or rajasthan rajputo ki 🚩🔱,1,2024-12-31 16:13:03
5azal_,DD_S7BuPR9m,18076933114626513,but mughals proved you guys wrong,0,2024-12-31 13:08:07
lybftl_,DD_S7BuPR9m,18062810110851140,Jaats and Rajputs have a great History. 🗿,10,2024-12-31 07:13:35
sidhu__jaat__0008__,DD4nyU4S2pE,17915341383046108,❤️❤️,0,2024-12-30 02:40:02
lawrence_jaat_bharatpur,DD4nyU4S2pE,17931557735977421,Bhaii kya pta vo insta hi nhi chalati hogi 😢,0,2024-12-28 05:42:21
5andat,DD4nyU4S2pE,18479538193042582,🙂⛳,1,2024-12-27 12:37:26
mnot.sunny,DD4nyU4S2pE,18029944931238484,Admin ❌ apna Bhai ✅,2,2024-12-25 14:21:30
carl.singh.johnson,DD4nyU4S2pE,18032953865172449,Fr,3,2024-12-25 10:21:18
kritiraj_brahma_24,DD1ELb9yqyO,18177203356309274,🚩,0,2024-12-28 17:37:35
goat._.harsh,DD1ELb9yqyO,17861165835301712,Maturity is when you realise galti uske new bf ki nhi hai,0,2024-12-25 16:11:44
daksh_malik22,DD1ELb9yqyO,18051591683287942,🔥🔥,1,2024-12-25 11:44:40
___.devoid.___,DD1ELb9yqyO,17974781615799379,Bnde ki kya galti ? Ladki hi chinar to dusre bhai ko kyu marna bndi ko mar,0,2024-12-24 18:25:49
prikshit_mahla,DD1ELb9yqyO,17861095665313974,Uska te bera ni prr CIA staff aale gand ka chabutra jrur bna denge 😂,0,2024-12-24 16:03:53
rdx_jaat1212,DD1ELb9yqyO,17949650339870147,Davinder Bambiha 🦅🔥,0,2024-12-24 02:26:59
avyychaudhary,DD1ELb9yqyO,18079642915572919,💯,1,2024-12-22 19:10:09
ch.harsh_jakhar,DD1ELb9yqyO,18129981052388432,🔥,1,2024-12-22 13:48:57
jatdonotcare,DDzQIH5v2GY,18050648369090868,🔥🔥🙌❤️,2,2024-12-27 14:36:22
dicktaker.uncle,DDzQIH5v2GY,17919699710918051,🔥,2,2024-12-26 15:04:20
tusharsahota7,DDzQIH5v2GY,18070332685679384,My whole town will wait for me 😍,3,2024-12-23 09:33:56
ankur_ash_74,DDzQIH5v2GY,18061936318867789,Jai Hind ❤️🇮🇳,3,2024-12-21 17:57:03
thekartiksangelia,DDzQIH5v2GY,18062104693849582,❤️🙏,1,2024-12-20 16:57:18
exactly__faceless,DDzQIH5v2GY,17879167062124668,❤️🙏,2,2024-12-20 14:27:08
thor_chaudhary,DDzQIH5v2GY,18027409376267764,Jo bhi dekhe salute thoke seedha🫡,4,2024-12-20 13:20:42
tara_jaat_89,DDzQIH5v2GY,17872294491250762,🔥❤️,3,2024-12-20 13:18:54
cavill_jat,DDzQIH5v2GY,18058667524927465,🙏🏻,1,2024-12-20 13:16:09
sourav.without.doubt,DDtpB5EJS5J,17950561664876369,Re bhai sabse jyada jaat to Rajasthan mein hai unhe mentioned hi nhi kiya 😢,0,2024-12-30 05:39:12
shubhx__4444,DDtpB5EJS5J,18086464747533482,Bade bhai ji up ka Pawar dekha hai,0,2024-12-26 11:40:56
dicktator.choudharyy,DDtpB5EJS5J,18083945599560461,if this isn't how my wife gonna be in her 70s  then I don't want her 🙏🏻🙏🏻,0,2024-12-22 12:32:38
yash_jaat_1x,DDtpB5EJS5J,17926291841990138,The fun fact is that they can’t even survive for 50years after some deepstroks and backshots,1,2024-12-18 17:30:17
_saif_malik0069,DDl7C-0psD4,17916389262042456,Randeep hoda pa edit kro,1,2024-12-21 12:01:15
do_mess_,DDl7C-0psD4,18348760648125931,The Only Halal Money is Ali Money 💰,9,2024-12-16 13:48:51
ishaaan_tanwarrr,DDl7C-0psD4,18128637334385595,haa bhai ye ali ke paas jaati hai saari money,5,2024-12-16 11:27:28
krth.559.pranav,DDl7C-0psD4,18008760998501003,This is our men's fault cause we simp too much and make a 2 feel like a 9-10,0,2024-12-16 11:03:31
im_here_robin,DDl7C-0psD4,18315323593166243,😂😂😂abeeeeee bhaiiiiii😂😂😂,2,2024-12-16 05:01:07
rudrakshnim_,DDl7C-0psD4,17907325854063904,Naam me he terrorism hai,17,2024-12-16 02:44:49
krishhna_aroraa56,DDemxXDS_D9,17900314989016419,Rohit kaliyana,0,2024-12-28 17:12:21
hrdkfr,DDemxXDS_D9,17910963198060065,Baba group gc,2,2024-12-15 02:40:26
bobbyy_panditt,DDemxXDS_D9,18108643399443094,Kalwa pehlwaan,0,2024-12-13 05:21:55
patrickbatman119,DDemxXDS_D9,17851591485311198,Jai baba ke,0,2024-12-12 12:37:25
bettercalljatdevta,DDemxXDS_D9,18052901839982714,😂🔥,1,2024-12-12 12:31:01
myself.harshit,DDbCi2KSX3b,18326057971087861,Thakur toh nu he jaame hai😂,0,2024-12-24 17:16:23
jaatlohagarhaala,DDbCi2KSX3b,18049033430036465,Bullet to rahegi pahli pasand ❤️,1,2024-12-20 04:15:42
sigma.videoz,DDbCi2KSX3b,18049523642013063,Latth?,1,2024-12-18 16:38:41
kritiraj_brahma_24,DDbCi2KSX3b,18288120241241847,🚩,0,2024-12-15 04:43:12
sovereign_sire_,DDbCi2KSX3b,18018783236638358,just remove this watch and wristband,0,2024-12-14 07:52:29
patrickbatman119,DDbCi2KSX3b,18045946195921883,Me with my dada aale Talwar,2,2024-12-11 03:47:48
hopelesshunnyr,DDbCi2KSX3b,18063506230834958,🔥 sports shoes on top,2,2024-12-11 03:46:32
homersimpson__.__,DDYX-37ySev,17997164639567266,Hmm,0,2024-12-31 22:23:10
honeybhowal,DDYX-37ySev,17951999489873127,Pyarr na hoya susra bulbb hoga On off on off,2,2024-12-31 18:08:08
jai_editz,DDYX-37ySev,18051265289013879,"Chode bhi tu ,rove bhi tu 🎃👍",0,2024-12-31 17:36:04
mnjitdagar,DDYX-37ySev,17896798338032397,kisa laagya m😂,1,2024-12-31 11:27:51
honeybhowal,DDYX-37ySev,18478922701062219,Fd kralee ishki tere biha me kam augaa 😤👌,1,2024-12-31 10:30:33
niklaus_28,DDYX-37ySev,18032956766580162,हवा m प्रणाम bauji,2,2024-12-31 06:55:02
mlk_naman,DDYX-37ySev,17990051588610026,Ghuman chale ?,1,2024-12-30 16:38:30
gdnsjgcj,DDYX-37ySev,18010197113689047,Re naam Shankar se pr bhagwan na hun,1,2024-12-30 09:35:45
ai_for_future,DDTjBI1JvRx,18040398128253967,Boards k time 😂👏,2,2024-12-21 18:00:08
sam__boxeer,DDTjBI1JvRx,17856938652337337,@im_kanavmahajan @_.bhav__ @vanshkhetwani__,3,2024-12-21 17:03:46
pranavthirani,DDTjBI1JvRx,18113092114442091,@agastayatyagii @mr._a_e_s_t_h_e_t_i_c @chauhan_mayxnk,2,2024-12-20 03:39:15
aj_zenin,DDTjBI1JvRx,18285386530172079,Rajat dalal mere gym agaya he 40 bande leke,1,2024-12-19 09:11:23
nehhhhhhhrul,DDTjBI1JvRx,18037997369361545,@a5hxu,0,2024-12-17 07:47:02
tfgaurav,DDTjBI1JvRx,17940796403947380,@prajval_tiwari24,0,2024-12-17 04:35:04
__little__bhawana___302,DDQoa0UyrXL,18067343665744801,😍,0,2024-12-30 17:56:28
rohithans1,DDQoa0UyrXL,18033170048170911,@miraclebalak,0,2024-12-26 19:04:47
shokeen_0008,DDQoa0UyrXL,18047445790914256,@_tarun_3844,0,2024-12-26 10:54:29
ajit_sehrawat_sonipat_96,DDQoa0UyrXL,17900331423011788,🥷Neeraj Bawana 😍,2,2024-12-26 01:56:10
kumawat_boy07,DDQoa0UyrXL,17844073809386761,NIRAJ BVANA,1,2024-12-25 04:49:18
_rahul.kala_,DDQoa0UyrXL,18055528306981671,❤,0,2024-12-24 16:20:45
dilegulra,DDQoa0UyrXL,18058671256740482,❤️❤️❤️,1,2024-12-23 17:34:38
vansh_tomar_3120,DDQoa0UyrXL,17903836272080332,Neeraj gold medal ❌ neeraj bawana ✅,10,2024-12-22 17:41:42
abhimanyu_bhambhu_28.9,DDMWPthoIWP,17905011270074424,Je tu na aai fer kede jatt marjuga🎵🎻,1,2024-12-14 14:10:58
bhanu_jaat5911,DDMWPthoIWP,18023236994322086,😈🤪,2,2024-12-12 05:46:45
ggbbuilding,DDMWPthoIWP,18043640054180687,ਸੁੱਚਾ ਸੂਰਮਾ❎ ਲੁੱਚਾ ਸੂਰਮਾ✅,0,2024-12-08 09:32:01
thor_chaudhary,DDMWPthoIWP,18049917347046053,Tere piche rahna jatt saari umr kuwara🙂,7,2024-12-05 10:45:03
jacked_jat,DDMWPthoIWP,18067466368671229,🤣,3,2024-12-05 10:39:23
badaldhama005,DDMWPthoIWP,18078637078599550,Are bhai thodi relatable bnaya kro hm desi balko ko sidechick ka mtlb to btado,1,2024-12-05 10:34:01
bobbyy_panditt,DDMWPthoIWP,18107033722404656,Oooo koi rooh daa saathi nai,2,2024-12-05 10:21:43
the3yedraven2,DDGiKj-ysY_,18076923139529562,Rinku phelwan lapete mai le liya 😂😂,0,2024-12-21 04:26:55
awakenedayogi,DDGiKj-ysY_,17873388474239788,@kadian_shivam,0,2024-12-19 22:40:06
the_soviet_sniper007,DDGiKj-ysY_,18045969808944223,😂😂,1,2024-12-19 20:11:59
dilpreetdhull01,DDGiKj-ysY_,17909661572965758,@sukhe_malik_00 @krn_malik_,0,2024-12-19 17:04:41
raju43366,DDGiKj-ysY_,18064907686809315,😂😂😂,1,2024-12-18 03:55:32
ritik999_,DDGiKj-ysY_,18112766017429229,Khatam singh,1,2024-12-05 06:36:15
decent_jat__,DDCZjGIRRPk,18037961603200717,Betichod tu aaya hai gangwar mai t... CBI aala n orr kimme kaam aa kona k😂,5,2024-12-10 19:14:33
lakshayduhan2033,DDCZjGIRRPk,18089421673516549,@_golu85_,1,2024-12-03 01:03:57
__sakshi.sxh__,DDCZjGIRRPk,18288780022208405,Fev♥️,6,2024-12-01 17:46:59
thor_chaudhary,DDBuaCUJxOf,18044792017912585,,2,2024-12-01 09:01:39
patrickbatman119,DDBuaCUJxOf,17946497309907436,Untouchable post,2,2024-12-01 07:54:25
tara_jaat_89,DDBuaCUJxOf,18099523294467806,Untouchable ha bhai 😋🤡,1,2024-12-01 07:51:35
cavill_jat,DDBuaCUJxOf,17842485156370816,Flipkart hard image!,0,2024-12-01 07:16:25
bhavani_samantaray,DC6jiJGyVnA,17969729441821240,Sikho ko bhi baap banaliya jo hindu dharm chord diye😂,0,2024-12-31 20:02:28
nakul_kheri_3,DC6jiJGyVnA,18126568780365316,Khalistan bhi to tum hi ho,0,2024-12-31 15:37:44
devanshnigga,DC6jiJGyVnA,18047033314941474,Imagine being a scientist doctor artist teacher and any another professionals who works there Ass of where so called genz glaze criminals here,0,2024-12-30 04:43:24
__jaan.wee__,DC6jiJGyVnA,18291867319214775,❤️,1,2024-12-29 19:03:03
seedhe_meme_dobara,DC6jiJGyVnA,18110988949445500,Harddd,1,2024-12-29 13:27:56
aviit0211,DC6jiJGyVnA,18041069888255604,Bhai lekin neeraj bawana toh criminal hai,0,2024-12-28 18:27:21
tansu_jaatnii,DC6jiJGyVnA,18062996617883431,❤️❤️,0,2024-12-28 13:49:25
surajtomar__baba_group_307,DC6jiJGyVnA,18265480351251879,❤️❤️❤️❤️❤️,0,2024-12-28 10:09:39
amit_choudhry_2121,DC6jiJGyVnA,18253701640286932,Jai Jaat,0,2024-12-28 08:30:38
maybedivyansh7,DCy8eB4ylYr,17964695669832450,@sangwannitin.7,1,2024-12-30 17:24:49
vishurathi24,DCy8eB4ylYr,18111987628440973,@ntnrxthee_,0,2024-12-25 17:00:12
baba19.22,DCy8eB4ylYr,18044658508973623,🙌,1,2024-12-25 06:26:29
thakur_yash_.1,DCy8eB4ylYr,18049906112014975,@_____sumitt____ 🔜,1,2024-12-22 11:34:00
rvs.x07,DCy8eB4ylYr,17918536872012338,The pain in his smile 🙂‍↕️,2,2024-12-21 12:52:21
kartikeybaisla,DCy8eB4ylYr,17934178643847607,@bhavya_chauhan007,0,2024-12-19 17:25:15
__hxrdik__,DCaxHJtyfGH,18025266791565944,❤️,0,2024-12-17 08:46:03
bob_theee_builder,DCaxHJtyfGH,18046788857153949,Gaana na barbaad kro,0,2024-12-16 19:57:33
__khushi.__0049,DCaxHJtyfGH,18432710857073633,Baa fadla tu meri ve 🫣🫣,0,2024-12-07 10:24:14
_parv.chaudhary,DCaxHJtyfGH,17943672812919501,,1,2024-12-05 08:29:37
kartikk_fr,DCaxHJtyfGH,18084860419545661,Nic,1,2024-12-05 05:19:58
tusharpandatt04,DCaxHJtyfGH,18053430919948668,❤️❤️,2,2024-12-04 19:51:43
harender_kajla,DCaxHJtyfGH,17848137186333775,"Saare kaam ho ske h , BSS yo kaam okha h😢",0,2024-12-04 15:21:46
ch_himanshu_dhama_,DCaxHJtyfGH,18009051860493427,🔥🔥,1,2024-12-01 23:16:55
brahman_sidhant,DCQRi3NSr_E,17871270777254889,@anuj.ahlawates,0,2024-12-31 09:47:20
vanshncr26,DCQRi3NSr_E,17904812529067017,🔥,0,2024-12-30 17:29:33
ch_himanshu_dhama_,DCQRi3NSr_E,17985822326771169,🔥🔥,0,2024-12-27 13:40:19
_arrrnav_,DCQRi3NSr_E,18032967536435778,😢,1,2024-12-26 04:59:45
chirag.sahlot,DCQRi3NSr_E,17891972481056806,😂,0,2024-12-25 18:59:15
ch.pushkar_jaat,DCQRi3NSr_E,18052592072500534,😢👏,1,2024-12-25 15:17:27
iadiluhach,DCQRi3NSr_E,18356942863192029,Gold,1,2024-12-25 11:45:22
yourfavv_galav,DCQRi3NSr_E,18262801525266374,Masterpiece❤️‍🩹,2,2024-12-22 21:31:30
ravi_maan_ktp0729,DCLMrEkyhId,18353176474125488,❤️❤️,0,2025-01-01 07:17:14
mehroliyaaaa,DCLMrEkyhId,17992443638601247,NB group 🔥❤️,0,2025-01-01 05:18:37
btwitschinuu,DCLMrEkyhId,18082541389569440,💀,0,2024-12-31 03:04:40
shibam1640,DCLMrEkyhId,18050723794890263,❤️❤️,0,2024-12-30 16:27:58
logicalindian25,DCLMrEkyhId,18068509270689037,"भाई JAT लिख अपराधियों को बढ़ावा मत दो, ये काम गुर्जरों पर छोड़ दो । अपने बच्चों को अच्छा पढ़ाओ लिखे, अच्छा नागरिक बनाओ । जाट किसान कमरे, फौजी ,पहलवान आदि सुसज्जित नामो से जाने जाते हैं, अपराधी नाम से नहीं ।",0,2024-12-30 09:24:16
__abhigurjar___,DCLMrEkyhId,18028585328613836,Bhai gurjar he ye😂,0,2024-12-30 08:49:26
ansh__x25,DCGcog9ycXN,18013669283658341,Bhai 😍😍❤️ gajab ka content h teraa😍😍❤️❤️❤️,1,2024-12-15 19:49:36
ritikruhil05,DCGcog9ycXN,18127664479389306,😂,1,2024-12-12 21:12:37
ayush.__.swami,DCGcog9ycXN,18084195100487025,😂,2,2024-11-26 14:48:31
honeybhowal,DDYX-37ySev,17909783277066289,"Blood group ""O"" negative te liya sab kre diya kona kare khasam 😤🩸🫀❤️",0,2025-01-01 17:58:50
_bhzzy_,DDYX-37ySev,17949116081911396,Ek yo laal rang panda ni chod da,1,2025-01-01 14:26:46
itx__baba_302,DDQoa0UyrXL,18323581369094294,❤️❤️❤️❤️,0,2025-01-01 16:43:11
sangwan_000_7,DCQRi3NSr_E,18046971941321939,😂,0,2025-01-01 17:02:17
_niket.24,DCQRi3NSr_E,18050316566290425,@ch__nain__  relatable ?,0,2025-01-01 16:44:02
fanhanumanbenival17,DCLMrEkyhId,17886349032087252,जाट के घर में जन्मा है तो जट बुद्धि से ही चलेगा दिल्ली में तो बहुत चलती है नीरज भाई की,0,2025-01-01 17:21:40
up_wala_tera_yaar_rovin,DAvzLdjAFbo,18047183927109351,Jii bilkul,0,2024-12-04 17:42:21
rana_deepu_0001,DAvzLdjAFbo,18078590902571284,😍,1,2024-11-22 03:17:25
devender_2299,DAvzLdjAFbo,17971089320665264,🔥❤️,1,2024-11-20 16:48:36
entertainment_factory_7734,DAvzLdjAFbo,17877128907196514,De diye bahi..,1,2024-11-19 04:27:21
